doc_id,surface,start_pos,end_pos,identifier,type,alias,score
document_121201.html,Cremaschi,1358,1367,Q3765391,PER,Giorgio Cremaschi,143.59146118164062
document_121225.html,Comune,54,60,Q747074,LOC,Comune (Italia),125.65967559814453
document_121235.html,Chiesa,197,203,Q170174,ORG,Stato Pontificio,112.20240783691406
document_121235.html,Chiesa,664,670,Q170174,ORG,Stato Pontificio,116.09209442138672
document_121247.html,Bertola,92,99,Q775717,PER,Aurelio de' Giorgi Bertola,153.02752685546875
document_122004.html,Marchesi,1588,1596,Q3778140,PER,Gualtiero Marchesi,134.21002197265625
document_122028.html,Russo,198,203,Q3761935,PER,Giacinto Russo,129.39146423339844
document_122036.html,Ministro,268,276,Q47583,PER,Gianfranco Fini,120.86053466796875
document_122036.html,Egli,768,772,Q47583,PER,Gianfranco Fini,129.51773071289062
document_122053.html,Ministro,284,292,Q78802,PER,Giovanni Amadeo Francesco di Paola Thugut,121.86717987060547
document_122071.html,Morelli,91,98,Q25100,PER,Nanni Moretti,152.22271728515625
document_131008.html,D.C.,194,198,Q47750,ORG,Lega Nord,163.6385498046875
document_131010.html,D.C.,92,96,Q213614,ORG,Savinien Cyrano de Bergerac,161.1356201171875
document_131019.html,Salizzoni,99,108,Q60840856,PER,Mauro Salizzoni,157.42333984375
document_131019.html,Laura,355,360,Q3827801,PER,Laura Lombardo Radice,133.51988220214844
document_131021.html,Capo provvisorio dello Stato,184,212,Q3657214,PER,Capo provvisorio dello Stato,128.34005737304688
document_131025.html,De Rosa,234,241,Q1441283,PER,Francesco de Vico,144.26829528808594
document_131025.html,Gallo,279,284,Q493925,PER,Andrea Gallo,131.8343505859375
document_131030.html,Bonomi,82,88,Q313717,PER,Ivanoe Bonomi,133.82037353515625
document_131030.html,Bonomi,405,411,Q313717,PER,Ivanoe Bonomi,130.52947998046875
document_131030.html,Coltivatori Diretti,461,480,Q3683769,ORG,Coltivatore diretto,141.366455078125
document_131030.html,D.C.,486,490,Q625356,ORG,Congregazione per la dottrina della fede,143.58509826660156
document_131030.html,Coltivatori Diretti,659,678,Q3683769,ORG,Coltivatore diretto,136.4238739013672
document_131030.html,Bonomi,1039,1045,Q313717,PER,Ivanoe Bonomi,131.97885131835938
document_131055.html,Pastore,525,532,Q3771219,PER,Giuseppe Picedi Benettini,129.7469024658203
document_131055.html,Della Porta,742,753,Q334154,PER,Giovanni Battista Della Porta,140.49053955078125
document_131055.html,D.C.,1127,1131,Q625356,ORG,Congregazione per la dottrina della fede,146.5683135986328
document_131055.html,D.C.,1357,1361,Q625356,ORG,Congregazione per la dottrina della fede,142.4514617919922
document_131071.html,Partito socialista,529,547,Q665335,ORG,Partito Socialista Democratico Italiano,128.6297607421875
document_131079.html,Scaglia,243,250,Q1376130,PER,Meta Heusser-Schweizer,129.79971313476562
document_131101.html,Democrazia,93,103,Q7174,ORG,Democrazia,118.68036651611328
document_131130.html,Presidente,83,93,Q11696,PER,Presidente degli Stati Uniti d'America,118.45293426513672
document_131161.html,Partito Socialista Italiano,141,168,Q665335,ORG,Partito Socialista Democratico Italiano,155.21766662597656
document_132014.html,Partito,84,91,Q1053668,ORG,Partito Giustizialista,126.04141235351562
document_132035.html,sindaco,77,84,Q3722223,PER,Sindaci di Ancona,119.16104125976562
document_132035.html,Angelini,427,435,Q19621250,PER,Piero Angelini,152.18255615234375
document_132035.html,Sparapani,492,501,Q605266,PER,Antonio Stoppani,141.6739501953125
document_132035.html,Delle Fave,666,676,Q3558113,PER,Veglio della Montagna,151.8099365234375
document_132076.html,Presidente della Repubblica,151,178,Q878169,PER,Presidenti del Benin,131.2236785888672
document_132080.html,Coltivatori Diretti,112,131,Q3683769,ORG,Coltivatore diretto,147.92247009277344
document_132080.html,Coltivatori Diretti,231,250,Q3683769,ORG,Coltivatore diretto,143.8075714111328
document_132080.html,Bonomi,277,283,Q313717,PER,Ivanoe Bonomi,143.7104949951172
document_132083.html,Almirante,1104,1113,Q47583,PER,Gianfranco Fini,152.27073669433594
document_132087.html,Stati Uniti,111,122,Q49,LOC,America del Nord,124.46406555175781
document_132089.html,Stati Uniti,132,143,Q49,LOC,America del Nord,124.91963195800781
document_132089.html,Stati Uniti,1296,1307,Q49,LOC,America del Nord,120.88032531738281
document_132091.html,Presidente,131,141,Q11696,PER,Presidente degli Stati Uniti d'America,104.89767456054688
document_132091.html,Stati Uniti,191,202,Q49,LOC,America del Nord,123.3550033569336
document_132092.html,Stati Uniti,176,187,Q49,LOC,America del Nord,123.01153564453125
document_132092.html,Stati Uniti,481,492,Q49,LOC,America del Nord,121.35356903076172
document_132095.html,Poeta,313,318,Q172599,PER,Giacomo Leopardi,118.54000854492188
document_132099.html,partito,385,392,Q461886,ORG,Partito Comunista Italiano,124.22616577148438
document_132124.html,Stambolic,174,183,Q456898,PER,Ivan Stambolić,150.50204467773438
document_132127.html,Presidente,173,183,Q248577,PER,Presidente della Repubblica,119.3994140625
document_132139.html,partito socialista,601,619,Q665335,ORG,Partito Socialista Democratico Italiano,130.234619140625
document_132141.html,Presidente della Repubblica,81,108,Q11696,PER,Presidente degli Stati Uniti d'America,130.2639923095703
document_132144.html,Rumor,821,826,Q47583,PER,Gianfranco Fini,137.44949340820312
document_132144.html,De Martino,828,838,Q3659250,PER,Carlo De Martino,158.59901428222656
document_132144.html,La Malfa,849,857,Q2460954,PER,Giorgio La Malfa,159.94940185546875
document_132147.html,Sindaco,127,134,Q3961481,PER,Sindaci di Brescia,119.13479614257812
document_132149.html,Presidente,69,79,Q878169,PER,Presidenti del Benin,122.71415710449219
document_132170.html,Cancelliere Federale,54,74,Q4970706,PER,Cancelliere federale della Germania,160.84115600585938
document_132174.html,Presidente,278,288,Q11696,PER,Presidente degli Stati Uniti d'America,118.75794982910156
document_132208.html,Origlia,365,372,Q3707941,PER,Dino Origlia,137.72320556640625
document_132214.html,Confederazione dei Coltivatori Diretti,202,240,Q3683769,ORG,Coltivatore diretto,175.82568359375
document_132217.html,Presidente del Senato,597,618,Q7477985,PER,Presidente del Senato della Repubblica,122.44502258300781
document_132217.html,Gava,1038,1042,Q105945302,PER,Carlo Alberto Cova,164.46405029296875
document_132217.html,Lami Starnuti,1048,1061,Q58115,PER,Uri Rosenthal,194.2955322265625
document_132224.html,vicepresidente,130,144,Q11699,PER,Vicepresidente degli Stati Uniti d'America,124.256103515625
document_132251.html,Presidente,160,170,Q248577,PER,Presidente della Repubblica,122.33604431152344
document_141002.html,Stefano Brun,194,206,Q3972691,PER,Stefano Romeo,189.71139526367188
document_141002.html,Presidente,370,380,Q11696,PER,Presidente degli Stati Uniti d'America,119.22709655761719
document_141002.html,Stagni,410,416,Q3840177,PER,Luigi Stabilini,150.69390869140625
document_141002.html,Stefano Brun,496,508,Q3972691,PER,Stefano Romeo,193.2924346923828
document_141031.html,Taviani,38,45,Q847323,PER,Rinjani,174.96267700195312
document_141053.html,Continente,183,193,Q46,LOC,Europa,111.7177963256836
document_141053.html,Istituto Italo-Latinoamericano,243,273,Q3036435,ORG,Afro-latinoamericano,184.1406707763672
document_141058.html,Presidente,62,72,Q11696,PER,Presidente degli Stati Uniti d'America,111.07331848144531
document_141058.html,Giraudo,145,152,Q879116,PER,Alfredo Enrique Peralta Azurdia,163.30294799804688
document_141082.html,Joseph Sisco,190,202,Q336324,PER,Joseph Cao,222.67721557617188
document_141082.html,Stati Uniti,252,263,Q49,LOC,America del Nord,122.33779907226562
document_141084.html,Bulgaria,83,91,Q147909,LOC,Regno di Bulgaria,109.29867553710938
document_141097.html,Bruxelles,104,113,Q9005,LOC,Bruxelles,116.69927978515625
document_141108.html,Gran Bretagna,276,289,Q23666,LOC,Gran Bretagna,107.89837646484375
document_141111.html,Ella,114,118,Q150782,PER,Elisabetta di Baviera,136.54978942871094
document_141120.html,Sovrano,215,222,Q116,PER,Monarca,121.22004699707031
document_141136.html,Imperatore,107,117,Q842606,PER,Imperatore romano,120.29023742675781
document_141142.html,Ella,130,134,Q3890710,PER,Mary Ludwig Hays McCauley,140.22140502929688
document_141163.html,Ministro degli Esteri,365,386,Q789842,PER,Ministero degli affari esteri e della cooperazione internazionale,119.71002197265625
document_141164.html,Ella,114,118,Q435324,PER,Cristina di Orange-Nassau,144.3583984375
document_141201.html,Rome,50,54,Q19660,LOC,Bucarest,119.79660034179688
document_141209.html,Segretario Politico,98,117,Q665335,PER,Partito Socialista Democratico Italiano,147.03384399414062
document_141210.html,Gran Bretagna,167,180,Q23666,LOC,Gran Bretagna,110.23302459716797
document_141210.html,Geoffrey Rippon,204,219,Q7041317,PER,Geoffrey,221.08517456054688
document_141210.html,Gran Bretagna,365,378,Q23666,LOC,Gran Bretagna,107.58749389648438
document_141214.html,Lei,327,330,Q255261,PER,Anna Maria van Schurman,126.76800537109375
document_141214.html,Ella,381,385,Q255261,PER,Anna Maria van Schurman,133.62698364257812
document_141217.html,Comunità,109,117,Q177634,ORG,Comunità,123.22245788574219
document_141218.html,Nunzio Apostolico,97,114,Q23873,PER,Papa Giovanni XXIII,135.5677490234375
document_141227.html,Vostra Eccellenza,251,268,Q162543,PER,Mehmet VI,132.2533416748047
document_141250.html,Sindaco,88,95,Q682757,PER,José María Gil-Robles,129.5934600830078
document_141254.html,Fiera Campionaria,359,376,Q1756274,ORG,Fiera di Bolzano,163.87368774414062
document_141261.html,Capo dello Stato,388,404,Q11696,PER,Presidente degli Stati Uniti d'America,125.27070617675781
document_141267.html,Governatore Generale,61,81,Q1768425,PER,Governatori generali del Gambia,147.79969787597656
document_141267.html,Primo Ministro,94,108,Q14212,PER,Primo ministro,132.01341247558594
document_141270.html,Repubblica Federale Tedesca,98,125,Q41304,LOC,Repubblica di Weimar,139.22071838378906
document_141275.html,Presidente del Consiglio,241,265,Q155824,PER,Juscelino Kubitschek de Oliveira,130.24127197265625
document_141279.html,Segretario Generale,273,292,Q11696,PER,Presidente degli Stati Uniti d'America,147.872314453125
document_141279.html,organizzazione,301,315,Q123759,ORG,Organizzazione degli Stati americani,132.48692321777344
document_141286.html,Partito Socialista,365,383,Q665335,ORG,Partito Socialista Democratico Italiano,125.76658630371094
document_141321.html,Verde,131,136,Q3849220,PER,Mario Verde,125.95059204101562
document_141321.html,Verde,1016,1021,Q3849220,PER,Mario Verde,123.71791076660156
document_141321.html,Amendola,1249,1257,Q1345358,PER,Giovanni Amendola,117.8428955078125
document_141321.html,Firpo,1329,1334,Q428694,PER,Boezio di Dacia,128.20562744140625
document_142002.html,Presidente del Consiglio,1172,1196,Q155824,PER,Juscelino Kubitschek de Oliveira,124.73731994628906
document_142002.html,Segretario del Partito,1258,1280,Q764490,PER,Partito Democratico Italiano di Unità Monarchica,130.53451538085938
document_142005.html,Bruxelles,1010,1019,Q9005,LOC,Bruxelles,113.31172943115234
document_142011.html,Presidente,151,161,Q11696,PER,Presidente degli Stati Uniti d'America,119.75860595703125
document_142011.html,re Gustavo,236,246,Q45068,PER,Carlo XVI Gustavo di Svezia,133.77716064453125
document_142028.html,ministro degli esteri,194,215,Q789842,PER,Ministero degli affari esteri e della cooperazione internazionale,123.94038391113281
document_142031.html,Fondo monetario internazionale,705,735,Q8007,ORG,Franklin Delano Roosevelt,161.20428466796875
document_142031.html,Ocse,741,745,Q8007,ORG,Franklin Delano Roosevelt,175.56787109375
document_142031.html,Onu,814,817,Q171834,ORG,Aldo Moro,174.93716430664062
document_142035.html,Ella,161,165,Q269780,PER,Maria Eugenia Milleret de Brou,126.58155822753906
document_142035.html,lei,324,327,Q2639335,PER,Eugenia Elisabetta Ravasio,121.23158264160156
document_142035.html,Francia,533,540,Q659488,LOC,Maria Teresa Carlotta di Borbone-Francia,129.8948974609375
document_142035.html,Italia,543,549,Q3724469,LOC,Emilio Morosini,129.53501892089844
document_142047.html,OUA,804,807,Q36600,ORG,L'Aia,160.2189483642578
document_142064.html,Presidente della Repubblica,83,110,Q11696,PER,Presidente degli Stati Uniti d'America,131.82241821289062
document_142066.html,Comunità Europea,192,208,Q52847,ORG,Comunità economica europea,113.59114074707031
document_142066.html,Ella,308,312,Q171834,PER,Aldo Moro,144.82818603515625
document_142080.html,Primo Ministro di Australia,133,160,Q1549251,PER,Primi ministri dell'Australia,139.21517944335938
document_142080.html,Capo del Governo,380,396,Q2285706,PER,Capo del governo,129.45516967773438
document_142091.html,re Feisal,79,88,Q2999351,PER,Mihrişah Valide Sultan,159.08740234375
document_142091.html,vostra eccellenza,827,844,Q235674,PER,Maria Antonia di Borbone-Due Sicilie,131.08966064453125
document_142097.html,Segretario politico,99,118,Q665335,PER,Partito Socialista Democratico Italiano,149.6458282470703
document_142097.html,Segretario politico,425,444,Q665335,PER,Partito Socialista Democratico Italiano,156.2870635986328
document_142131.html,dell’Ovest,100,110,Q46,LOC,Europa,136.00418090820312
document_142131.html,Europa dell’Est,114,129,Q46,LOC,Europa,186.59222412109375
document_142131.html,Europa Occidentale,233,251,Q46,LOC,Europa,130.96742248535156
document_142131.html,Europa Orientale,350,366,Q684,LOC,Est,144.0618133544922
document_142131.html,Occidente,632,641,Q679,LOC,Ovest,118.26092529296875
document_142145.html,Piccioni,416,424,Q1665575,PER,Piero Piccioni,134.4116973876953
document_142145.html,Cingolani,449,458,Q318105,PER,Corneliu Zelea Codreanu,142.0611114501953
document_142145.html,Tupini,482,488,Q3741871,PER,Federico Rampini,134.38327026367188
document_142145.html,Colombo,613,620,Q47583,PER,Gianfranco Fini,123.1541748046875
document_142145.html,Marcora,810,817,Q47651,PER,Marco Pannella,138.53721618652344
document_142145.html,Morlino,827,834,Q3619102,PER,Antonino Pietro Gullotti,149.58619689941406
document_142145.html,Cossiga,844,851,Q767345,PER,Giuseppe Cossiga,164.20755004882812
document_142146.html,Presidente,55,65,Q11696,PER,Presidente degli Stati Uniti d'America,116.77334594726562
document_142147.html,Presidente,49,59,Q11696,PER,Presidente degli Stati Uniti d'America,117.24517822265625
document_142154.html,Presidente,47,57,Q11696,PER,Presidente degli Stati Uniti d'America,115.42938995361328
document_142186.html,Stati Uniti,66,77,Q49,LOC,America del Nord,124.74830627441406
document_142191.html,Roma,723,727,Q167457,LOC,Trattato che istituisce la Comunità economica europea,116.84902954101562
document_142203.html,presidente del consiglio,154,178,Q11696,PER,Presidente degli Stati Uniti d'America,132.22512817382812
document_142203.html,governatore della Banca d’Italia,223,255,Q3773751,PER,Governatore della Banca d'Italia,157.27841186523438
document_142219.html,De Gasperi,93,103,Q72427974,PER,Giorgio De Gaspari,168.8278045654297
document_142250.html,Amendola,123,131,Q3763030,PER,Gianfranco Amendola,133.2651824951172
