doc_id,surface,start_pos,end_pos,type,identifier,source,valid,split,,
document_132165.html,Governo,1272,1279,ORG,Q3773971,NER,yes,train,,
document_132169.html,Europa,456,462,LOC,Q46,AMD,yes,train,,
document_132169.html,città,232,237,LOC,Q1017,AMD,yes,train,,
document_132169.html,città,714,719,LOC,Q1017,AMD,yes,train,,
document_132169.html,città,731,736,LOC,Q220,AMD,yes,train,,
document_132169.html,collega,60,67,PER,Q76297,AMD,no,train,,
document_132170.html,ministro,60,68,PER,Q7330070,AMD,no,train,,
document_132171.html,Ella,81,85,PER,Q2514,NER,yes,train,,
document_132177.html,Fiera,40,45,ORG,Q3744601,AMD,no,train,,
document_132177.html,Levante,50,57,LOC,Q3744601,AMD,no,train,,
document_132177.html,presidente,23,33,PER,NIL,AMD,no,train,,
document_132179.html,Parlamento italiano,444,463,ORG,Q1117578,NER,yes,train,,
document_132179.html,Governo,611,618,ORG,Q3773971,NER,yes,train,,
document_132179.html,Governo,748,755,ORG,Q3773971,NER,yes,train,,
document_132179.html,Parlamento,769,779,ORG,Q1117578,NER,yes,train,,
document_132179.html,Governo,875,882,ORG,Q3773971,NER,yes,train,,
document_132179.html,Camera,1080,1086,ORG,Q841424,NER,yes,train,,
document_132180.html,Aldo Moro,33,42,PER,Q171834,AMD,yes,train,,
document_132180.html,Associazione,181,193,ORG,NIL,AMD,no,train,,
document_132180.html,Badaloni,145,153,PER,Q28030773,AMD,yes,train,,
document_132180.html,Moro,474,478,PER,Q171834,AMD,yes,train,,
document_132180.html,Presidente,3,13,PER,Q796897,AMD,no,train,,
document_132180.html,Presidente,626,636,PER,Q171834,AMD,no,train,,
document_132180.html,Consiglio,18,27,ORG,Q796897,NER,no,train,,
document_132180.html,Consiglio,641,650,ORG,Q171834,NER,no,train,,
document_132180.html,governo,1187,1194,ORG,,NER,no,train,,
document_132181.html,Repubblica,378,388,LOC,Q633872,AMD,no,train,,
document_132181.html,Camera dei Deputati,65,84,ORG,Q841424,NER,yes,train,,
document_132181.html,Senato,117,123,ORG,Q633872,NER,yes,train,,
document_132181.html,Governo,474,481,ORG,Q3773971,NER,yes,train,,
document_132182.html,Italia,101,107,LOC,Q38,AMD,yes,train,,
document_132182.html,Paese,463,468,LOC,Q38,AMD,yes,train,,
document_132182.html,Sua Eminenza,137,149,PER,,NER,no,train,,
document_132183.html,Aldo Moro,32,41,PER,Q171834,AMD,yes,train,,
document_132183.html,Presidente,3,13,PER,Q796897,AMD,no,train,,
document_132183.html,sindaco,334,341,PER,Q3611210,AMD,no,train,,
document_132183.html,Consiglio on,18,30,ORG,,NER,no,train,,
document_132183.html,Amministrazione,280,295,ORG,,NER,no,train,,
document_132184.html,Aldo Moro,33,42,PER,Q171834,AMD,yes,train,,
document_132184.html,Movimento,90,99,ORG,NIL,AMD,no,train,,
document_132184.html,Presidente,3,13,PER,Q796897,AMD,no,train,,
document_132184.html,Consiglio,18,27,ORG,Q796897,NER,no,train,,
document_132188.html,Aldo Moro,33,42,PER,Q171834,AMD,yes,train,,
document_132188.html,Assemblea,59,68,ORG,NIL,AMD,no,train,,
document_132188.html,Italia,104,110,LOC,Q38,AMD,yes,train,,
document_132188.html,Italia,321,327,LOC,Q38,AMD,yes,train,,
document_132188.html,Presidente,3,13,PER,Q796897,AMD,no,train,,
document_132188.html,Presidente,194,204,PER,Q796897,AMD,no,train,,
document_132188.html,Consiglio,18,27,ORG,Q796897,NER,no,train,,
document_132188.html,Società madre,257,270,ORG,Q867662,NER,yes,train,,
document_132191.html,Aldo Moro,32,41,PER,Q171834,AMD,yes,train,,
document_132191.html,Moro,349,353,PER,Q171834,AMD,yes,train,,
document_132191.html,Moro,931,935,PER,Q171834,AMD,yes,train,,
document_132191.html,Movimento,139,148,ORG,NIL,AMD,no,train,,
document_132191.html,Movimento,407,416,ORG,NIL,AMD,no,train,,
document_132191.html,Paese,273,278,LOC,Q38,AMD,yes,train,,
document_132191.html,Paese,891,896,LOC,Q38,AMD,yes,train,,
document_132191.html,Presidente,3,13,PER,Q796897,AMD,no,train,,
document_132191.html,Consiglio on,18,30,ORG,Q796897,NER,no,train,,
document_132192.html,Forze Armate,145,157,ORG,Q349511,AMD,yes,train,,
document_132192.html,Paese,475,480,LOC,Q38,AMD,yes,train,,
document_132192.html,Paese,1015,1020,LOC,Q38,AMD,yes,train,,
document_132192.html,esercito,40,48,ORG,Q37726,AMD,no,train,,
document_132192.html,esercito,1652,1660,ORG,Q8473,AMD,yes,train,,
document_132192.html,forze armate,1603,1615,ORG,Q349511,AMD,yes,train,,
document_132192.html,Patria,1832,1838,LOC,Q38,NER,yes,train,,
document_132192.html,Caduti,1926,1932,PER,NIL,NER,yes,train,,
document_132193.html,città,402,407,LOC,Q47578,AMD,yes,train,,
document_132193.html,città,536,541,LOC,Q47578,AMD,yes,train,,
document_132193.html,comunità,209,217,ORG,Q177634,AMD,yes,train,,
document_132193.html,Vittoria,133,141,LOC,,NER,no,train,,
document_132196.html,Paese,795,800,LOC,Q38,AMD,yes,train,,
document_132196.html,Paese,1019,1024,LOC,Q38,AMD,yes,train,,
document_132196.html,città,827,832,LOC,Q3519,AMD,no,train,,
document_132196.html,Consiglio dei Ministri,3,25,ORG,Q3687318,NER,yes,train,,
document_132196.html,Governo,75,82,ORG,Q3773971,NER,yes,train,,
document_132198.html,Aldo Moro,44,53,PER,Q171834,AMD,yes,train,,
document_132198.html,città,207,212,LOC,Q3519,AMD,no,train,,
document_132198.html,presidente,13,23,PER,Q796897,AMD,no,train,,
document_132198.html,sindaco,69,76,PER,Q3903157,AMD,no,train,,
document_132198.html,Consiglio,28,37,ORG,Q796897,NER,no,train,,
document_132198.html,Governo,178,185,ORG,Q3773971,NER,yes,train,,
document_132199.html,Paese,318,323,LOC,Q38,AMD,yes,train,,
document_132199.html,Paese,1705,1710,LOC,Q38,AMD,yes,train,,
document_132199.html,Paese,1856,1861,LOC,Q38,AMD,yes,train,,
document_132199.html,Presidente,563,573,PER,Q332711,AMD,no,train,,
document_132199.html,Repubblica,580,590,LOC,Q332711,AMD,no,train,,
document_132199.html,Repubblica,1953,1963,LOC,Q332711,AMD,no,train,,
document_132199.html,città,215,220,LOC,Q641,AMD,no,train,,
document_132199.html,città,652,657,LOC,Q641,AMD,yes,train,,
document_132199.html,città,854,859,LOC,Q641,AMD,yes,train,,
document_132199.html,presidente,1936,1946,PER,Q332711,AMD,no,train,,
document_132199.html,magistratura dello Stato,157,181,ORG,Q15141098,NER,yes,train,,
document_132199.html,Governo,188,195,ORG,Q3773971,NER,yes,train,,
document_132200.html,Aldo Moro,43,52,PER,Q171834,AMD,yes,train,,
document_132200.html,Presidente,14,24,PER,Q796897,AMD,no,train,,
document_132200.html,Regione,187,194,ORG,Q1250,AMD,no,train,,
document_132200.html,capitale,172,180,LOC,Q546,AMD,no,train,,
document_132201.html,Aldo Moro,32,41,PER,Q171834,AMD,yes,train,,
document_132201.html,Presidente,3,13,PER,Q796897,AMD,no,train,,
document_132201.html,Presidente,99,109,PER,Q3911030,AMD,no,train,,
document_132201.html,Presidente,150,160,PER,Q3911031,AMD,no,train,,
document_132201.html,Presidente,215,225,PER,Q3911031,AMD,no,train,,
document_132201.html,Regione,474,481,LOC,Q16110,AMD,no,train,,
document_132201.html,Consiglio on,18,30,ORG,Q796897,NER,no,train,,
document_132201.html,Governo,73,80,ORG,Q3773971,NER,yes,train,,
document_132201.html,Schiavo,87,94,PER,NIL,NER,yes,train,,
document_132201.html,Giunta Regionale,116,132,ORG,,NER,no,train,,
document_132201.html,Giunta Provinciale,167,185,ORG,,NER,no,train,,
document_132201.html,Giunta Provinciale,232,250,ORG,,NER,no,train,,
document_132202.html,Aldo Moro,32,41,PER,Q171834,AMD,yes,train,,                                                                                           
document_132202.html,Moro,1130,1134,PER,Q171834,AMD,yes,train,,
document_132202.html,Paese,553,558,LOC,Q38,AMD,yes,train,,
document_132202.html,Presidente,3,13,PER,Q796897,AMD,no,train,,
document_132202.html,Presidente,661,671,PER,Q796897,AMD,no,train,,
document_132202.html,Consiglio on,18,30,ORG,Q796897,NER,no,train,,
document_132202.html,Consiglio,676,685,ORG,Q796897,NER,no,train,,
document_132206.html,Presidente,3,13,PER,Q796897,AMD,no,train,,
document_132206.html,città,141,146,LOC,Q490,AMD,no,train,,
document_132206.html,Consiglio,18,27,ORG,Q796897,NER,no,train,,
document_132207.html,Aldo Moro,117,126,PER,Q171834,AMD,yes,train,,
document_132207.html,Assemblea,16,25,ORG,Q20009894,AMD,no,train,,
document_132207.html,Presidente,88,98,PER,Q4003497,AMD,no,train,,
document_132207.html,città,161,166,LOC,Q3519,AMD,no,train,,
document_132207.html,Amministrazione Provinciale,46,73,ORG,,NER,no,train,,
document_132207.html,Consiglio on,103,115,ORG,,NER,no,train,,
document_132208.html,Aldo Moro,137,146,PER,Q171834,AMD,yes,train,,
document_132208.html,Comune,340,346,LOC,Q3519,AMD,no,train,,
document_132208.html,Presidente,108,118,PER,Q796897,AMD,no,train,,
document_132208.html,Presidente,178,188,PER,NIL,AMD,no,train,,
document_132208.html,Presidente,423,433,PER,Q171834,AMD,yes,train,,
document_132208.html,Centro di addestramento professionale dei lavoratori del Commercio,37,103,ORG,NIL,NER,yes,train,,
document_132208.html,Consiglio on,123,135,ORG,,NER,no,train,,
document_132208.html,Consiglio,438,447,ORG,,NER,no,train,,
document_132210.html,città,78,83,LOC,Q3519,AMD,no,train,,
document_132210.html,paese,288,293,LOC,Q38,AMD,yes,train,,
document_132210.html,governo italiano,24,40,ORG,Q3773971,NER,yes,train,,
document_132213.html,Segretario,30,40,PER,Q14214,AMD,no,train,,
document_132214.html,Aldo Moro,33,42,PER,Q171834,AMD,yes,train,,
document_132214.html,Paese,521,526,LOC,Q38,AMD,yes,train,,
document_132214.html,Presidente,3,13,PER,Q796897,AMD,no,train,,
document_132214.html,Presidente,199,209,PER,Q171834,AMD,no,train,,
document_132214.html,organizzazione,174,188,ORG,Q3682549,AMD,no,train,,
document_132214.html,Consiglio,18,27,ORG,,NER,no,train,,
document_132215.html,Paese,102,107,LOC,Q38,AMD,yes,train,,
document_132215.html,Governo italiano,11,27,ORG,Q3773971,NER,yes,train,,
document_132217.html,Assemblea,193,202,ORG,Q1117578,AMD,yes,train,,
document_132217.html,Repubblica,576,586,LOC,Q1014,AMD,no,train,,
document_132217.html,Parlamento,80,90,ORG,Q1117578,NER,yes,train,,
document_132217.html,Governo,123,130,ORG,Q3773971,NER,yes,train,,
document_132217.html,Governo,360,367,ORG,Q3773971,NER,yes,train,,
document_132217.html,Camere,426,432,ORG,Q3773972,NER,yes,train,,
document_132217.html,Parlamento,524,534,ORG,Q1117578,NER,yes,train,,
document_132217.html,Governo,843,850,ORG,Q3773971,NER,yes,train,,
document_132217.html,Governo,1105,1112,ORG,Q3773971,NER,yes,train,,
document_132219.html,collega,206,213,PER,Q76297,AMD,no,train,,
document_132219.html,Ministero,229,238,ORG,Q1112537,NER,yes,train,,
document_132221.html,Paese,330,335,LOC,Q38,AMD,yes,train,,
document_132221.html,Paese,931,936,LOC,Q38,AMD,yes,train,,
      ,città,41,46,LOC,Q3519,AMD,no,train,,
document_132222.html,Italia,180,186,LOC,Q38,AMD,yes,train,,
document_132222.html,Ministro,45,53,PER,NIL,AMD,no,train,,
document_132222.html,Lei,37,40,PER,,NER,no,train,,
document_132223.html,Governo italiano,95,111,ORG,Q3773971,NER,yes,train,,
document_132226.html,Paese,1004,1009,LOC,Q38,AMD,yes,train,,
document_132226.html,collega,646,653,PER,Q76297,AMD,no,train,,
document_132226.html,partiti,981,988,ORG,Q7278,AMD,no,train,,
document_132226.html,Camera,1144,1150,ORG,Q841424,NER,yes,train,,
document_132227.html,Aldo Moro,141,150,PER,Q171834,AMD,yes,train,,
document_132227.html,Presidente,111,121,PER,Q796897,AMD,no,train,,
document_132227.html,Presidente,340,350,PER,Q171834,AMD,yes,train,,
document_132227.html,Università,96,106,ORG,Q1245999,AMD,yes,train,,
document_132227.html,città,314,319,LOC,Q3519,AMD,no,train,,
document_132227.html,città,462,467,LOC,Q2751,AMD,yes,train,,
document_132227.html,Consiglio,126,135,ORG,,NER,no,train,,
document_132227.html,Consiglio,355,364,ORG,,NER,no,train,,
document_132230.html,Paese,398,403,LOC,Q38,AMD,yes,train,,
document_132230.html,Segretario,481,491,PER,Q316288,AMD,no,train,,
document_132230.html,Segretario,773,783,PER,Q316288,AMD,yes,train,,
document_132230.html,comunità,989,997,ORG,Q52847,AMD,no,train,,
document_132230.html,governo,82,89,ORG,,NER,no,train,,
document_132230.html,Consiglio nazionale,176,195,ORG,NIL,NER,yes,train,,
document_132230.html,Consiglio,685,694,ORG,NIL,NER,yes,train,,
document_132232.html,collega,46,53,PER,Q76297,AMD,no,train,,
document_132238.html,Paese,605,610,LOC,Q38,AMD,yes,train,,
document_132240.html,Aldo Moro,33,42,PER,Q171834,AMD,yes,train,,
document_132240.html,Isola,156,161,LOC,Q1462,AMD,no,train,,
document_132240.html,Regione,327,334,LOC,Q1460,AMD,yes,train,,
document_132240.html,Regione,457,464,LOC,Q1460,AMD,yes,train,,
document_132240.html,presidente,3,13,PER,Q796897,AMD,no,train,,
document_132240.html,Consiglio,18,27,ORG,,NER,no,train,,
document_132240.html,Stato,379,384,ORG,Q38,NER,yes,train,,
document_132242.html,Presidente,22,32,PER,Q4003497,AMD,no,train,,
document_132242.html,Presidente,63,73,PER,Q3911031,AMD,yes,train,,
document_132242.html,Sindaco,5,12,PER,Q670106,AMD,yes,train,,
document_132242.html,collega,113,120,PER,Q76297,AMD,no,train,,
document_132242.html,Camera di Commercio,39,60,ORG,Q3651286,NER,yes,train,,
document_132242.html,Amministrazione Provinciale,79,106,ORG,Q3687385,NER,yes,train,,
document_132245.html,Assemblea,73,82,ORG,Q47423,AMD,no,train,,
document_132245.html,organizzazione,217,231,ORG,Q3682549,AMD,no,train,,
document_132246.html,Moro,80,84,PER,Q171834,AMD,yes,train,,
document_132247.html,Inghilterra,658,669,LOC,Q21,AMD,yes,train,,
document_132247.html,Italia,649,655,LOC,Q38,AMD,yes,train,,
document_132247.html,Londra,188,194,LOC,Q84,AMD,yes,train,,
document_132247.html,governo italiano,321,337,ORG,Q3773971,NER,yes,train,,
document_132247.html,governo inglese,344,359,ORG,Q6063,NER,yes,train,,
document_132247.html,governo inglese,867,882,ORG,Q6063,NER,yes,train,,
document_132249.html,Medio Oriente,53,66,LOC,Q7204,AMD,yes,train,,
document_132249.html,Paese,766,771,LOC,Q38,AMD,yes,train,,
document_132249.html,Governo,253,260,ORG,Q3773971,NER,yes,train,,
document_132249.html,Parlamento,476,486,ORG,Q1117578,NER,yes,train,,
document_132249.html,Governo,588,595,ORG,Q3773971,NER,yes,train,,
document_132255.html,Aldo Moro,97,106,PER,Q171834,AMD,yes,train,,
document_132255.html,Presidente,68,78,PER,Q796897,AMD,no,train,,
document_132255.html,città,270,275,LOC,Q3519,AMD,no,train,,
document_132255.html,Consiglio on,83,95,ORG,Q796897,NER,no,train,,
document_132257.html,Aldo Moro,41,50,PER,Q171834,AMD,yes,train,,
document_132257.html,Moro,289,293,PER,Q171834,AMD,yes,train,,
document_132257.html,Presidente,222,232,PER,Q171834,AMD,no,train,,
document_132257.html,presidente,12,22,PER,Q796897,AMD,no,train,,
document_132257.html,Consiglio on,27,39,ORG,Q796897,NER,no,train,,
document_132257.html,Provincia,251,260,ORG,Q15089,NER,yes,train,,
document_132258.html,Aldo Moro,33,42,PER,Q171834,AMD,yes,train,,
document_132258.html,Moro,265,269,PER,Q171834,AMD,yes,train,,
document_132258.html,presidente,3,13,PER,Q796897,AMD,no,train,,
document_132258.html,Consiglio,18,27,ORG,Q796898,NER,no,train,,
document_132259.html,Presidente,74,84,PER,Q4003497,AMD,no,train,,
document_132261.html,Assemblea,158,167,ORG,Q1053185,AMD,no,train,,
document_132261.html,Chiesa,315,321,ORG,Q34651,AMD,yes,train,,
document_132261.html,Chiesa,1321,1327,ORG,Q34651,AMD,yes,train,,
document_132261.html,Chiesa,1475,1481,ORG,Q34651,AMD,yes,train,,
document_132261.html,Costituente,168,179,ORG,Q1053185,AMD,no,train,,
document_132261.html,Governo,237,244,ORG,Q3773971,NER,yes,train,,
document_132261.html,Stato,307,312,ORG,Q38,NER,yes,train,,
document_132261.html,Governo,708,715,ORG,Q3773971,NER,yes,train,,
document_132261.html,Stato,1313,1318,ORG,Q38,NER,yes,train,,
document_132261.html,Patti Lateranensi,1362,1379,ORG,,NER,no,train,,
document_132261.html,Stato,1467,1472,ORG,Q38,NER,yes,train,,
document_132263.html,Mezzogiorno,135,146,LOC,Q207989,AMD,yes,train,,
document_132263.html,Paese,671,676,LOC,Q38,AMD,yes,train,,
document_132263.html,partito,354,361,ORG,Q815348,AMD,yes,train,,
document_132265.html,Capo,319,323,PER,Q332711,AMD,no,train,,
document_132265.html,Presidente,455,465,PER,Q796897,AMD,no,train,,
document_132265.html,Parlamento,265,275,ORG,Q1117578,NER,yes,train,,
document_132265.html,Consiglio dei ministri,470,492,ORG,,NER,no,train,,
document_132265.html,Governo,536,543,ORG,Q3773971,NER,yes,train,,
document_132268.html,Aldo Moro,33,42,PER,Q171834,AMD,yes,train,,
document_132268.html,Paese,721,726,LOC,Q38,AMD,yes,train,,
document_132268.html,organizzazione,142,156,ORG,Q3682549,AMD,no,train,,
document_132268.html,organizzazione,588,602,ORG,Q3682549,AMD,yes,train,,
document_132268.html,presidente,3,13,PER,Q796897,AMD,no,train,,
document_132268.html,presidente,167,177,PER,Q4003497,AMD,no,train,,
document_132268.html,Consiglio,18,27,ORG,Q796897,NER,no,train,,
document_132272.html,Partito,49,56,ORG,Q815348,AMD,no,train,,
document_132272.html,X Congresso Nazionale,23,44,ORG,,NER,no,train,,
document_132272.html,Congresso,582,591,ORG,,NER,no,train,,
document_132273.html,Corriere Mercantile,258,277,ORG,Q3694494,NER,yes,train,,
document_132274.html,Istituto,227,235,ORG,Q1631537,AMD,no,train,,
document_132274.html,ministro,68,76,PER,Q2514,AMD,no,train,,
document_132274.html,Ministero della Difesa,125,147,ORG,Q1855201,NER,yes,train,,
document_132275.html,Mediterraneo,1387,1399,LOC,Q4918,AMD,yes,train,,
document_132275.html,Paese,580,585,LOC,Q38,AMD,yes,train,,
document_132275.html,paese,1663,1668,LOC,Q38,AMD,yes,train,,
document_132275.html,Aeronautica militare italiana,136,165,ORG,Q381576,NER,yes,train,,
document_132275.html,Governo,1497,1504,ORG,Q3773971,NER,yes,train,,
document_132277.html,Istituto,135,143,ORG,Q21192580,AMD,no,train,,
document_132286.html,Ministro,75,83,PER,NIL,AMD,no,train,,
document_132286.html,collega,58,65,PER,Q76297,AMD,no,train,,
document_132286.html,Parlamento,768,778,ORG,Q1117578,NER,yes,train,,
document_132288.html,partiti,829,836,ORG,Q7278,AMD,no,train,,
document_132288.html,Camere,53,59,ORG,Q3773972,NER,yes,train,,
document_132288.html,Governo,65,72,ORG,Q3773971,NER,yes,train,,
document_132288.html,Parlamento,240,250,ORG,Q1117578,NER,yes,train,,
document_132289.html,Governo,203,210,ORG,Q3773971,NER,yes,train,,
document_132294.html,Paese,62,67,LOC,Q38,AMD,yes,train,,
document_132294.html,Paese,526,531,LOC,Q38,AMD,yes,train,,
document_132294.html,partiti,90,97,ORG,Q7278,AMD,no,train,,
document_132297.html,Paese,159,164,LOC,Q38,AMD,yes,train,,
document_132297.html,Paese,1325,1330,LOC,Q38,AMD,yes,train,,
document_132297.html,partiti,510,517,ORG,Q7278,AMD,no,train,,
document_132298.html,Paese,206,211,LOC,Q38,AMD,yes,train,,
document_132298.html,Partito,341,348,ORG,Q815348,AMD,yes,train,,
document_132298.html,partiti,897,904,ORG,Q7278,AMD,no,train,,
document_132299.html,Fiera,37,42,ORG,Q3744601,AMD,no,train,,
document_132301.html,Fiera,558,563,ORG,Q3744601,AMD,no,train,,
document_132301.html,Levante,568,575,LOC,Q3744601,AMD,no,train,,
document_132301.html,Mezzogiorno,222,233,LOC,Q207989,AMD,yes,train,,
document_132301.html,Mezzogiorno,1038,1049,LOC,Q207989,AMD,yes,train,,
document_132302.html,paese,1509,1514,LOC,Q38,AMD,no,train,,
document_132302.html,Stato,1313,1318,ORG,Q38,NER,yes,train,,
document_132304.html,Aldo Moro,50,59,PER,Q171834,AMD,yes,train,,
document_132304.html,Presidente,20,30,PER,Q796897,AMD,no,train,,
document_132304.html,partiti,123,130,ORG,Q7278,AMD,no,train,,
document_132304.html,Consiglio,35,44,ORG,,NER,no,train,,
document_132305.html,Assemblea,895,904,ORG,Q2707406,AMD,yes,train,,
document_132305.html,Regione,116,123,LOC,Q1460,AMD,yes,train,,
document_132305.html,Regione,779,786,LOC,Q1460,AMD,yes,train,,
document_132305.html,Regione,923,930,LOC,Q1460,AMD,yes,train,,
document_132305.html,capitale,101,109,LOC,Q2656,AMD,yes,train,,
document_132305.html,paese,494,499,LOC,Q38,AMD,yes,train,,
document_132305.html,presidente,48,58,PER,Q796897,AMD,no,train,,
document_132305.html,presidente,879,889,PER,NIL,AMD,yes,train,,
document_132305.html,Consiglio,63,72,ORG,,NER,no,train,,
document_132305.html,governo,685,692,ORG,Q3773971,NER,yes,train,,
document_132305.html,Stato,1049,1054,ORG,Q38,NER,yes,train,,
document_132308.html,partito,98,105,ORG,Q7278,AMD,yes,train,,
document_132309.html,città,1344,1349,LOC,Q3519,AMD,no,train,,
document_141007.html,Consiglio Nazionale,7,26,ORG,NIL,NER,yes,train,,
document_141014.html,Paese,290,295,LOC,Q38,AMD,yes,train,,
document_141014.html,Congresso Nazionale,50,69,ORG,NIL,NER,yes,train,,
document_141023.html,Moro,153,157,PER,Q171834,AMD,yes,train,,
document_141025.html,Congresso,638,647,ORG,NIL,NER,yes,train,,
document_141027.html,Aldo Moro,23,32,PER,Q171834,AMD,yes,train,,
document_141027.html,paese,819,824,LOC,Q38,AMD,yes,train,,
document_141028.html,Aldo Moro,6,15,PER,Q171834,AMD,yes,train,,
document_141028.html,Paese,614,619,LOC,Q38,AMD,yes,train,,
document_141028.html,Paese,1170,1175,LOC,Q38,AMD,yes,train,,
document_141028.html,partiti,284,291,ORG,Q7278,AMD,yes,train,,
document_141032.html,Aldo Moro,6,15,PER,Q171834,AMD,yes,train,,
document_141032.html,Moro,1004,1008,PER,Q171834,AMD,yes,train,,
document_141032.html,Moro,1256,1260,PER,Q171834,AMD,yes,train,,
document_141032.html,Paese,363,368,LOC,Q38,AMD,yes,train,,
document_141032.html,Paese,1871,1876,LOC,Q38,AMD,yes,train,,
document_141032.html,Consiglio Nazionale,122,141,ORG,NIL,NER,yes,train,,
document_141032.html,Governo,857,864,ORG,Q3773971,NER,yes,train,,
document_141033.html,Moro,134,138,PER,Q171834,AMD,yes,train,,
document_141033.html,Moro,381,385,PER,Q171834,AMD,yes,train,,
document_141033.html,Presidente,494,504,PER,Q4003497,AMD,no,train,,
document_141033.html,Consiglio,509,518,ORG,,NER,no,train,,
document_141034.html,Paese,1704,1709,LOC,Q38,AMD,yes,train,,
document_141034.html,Partiti,884,891,ORG,Q7278,AMD,yes,train,,
document_141034.html,Congresso,33,42,ORG,NIL,NER,yes,train,,
document_141036.html,Aldo Moro,6,15,PER,Q171834,AMD,yes,train,,
document_141036.html,Paese,1050,1055,LOC,Q38,AMD,yes,train,,
document_141042.html,Moro,36,40,PER,Q171834,AMD,yes,train,,
document_141044.html,Moro,72,76,PER,Q171834,AMD,yes,train,,
document_141045.html,Commissione,58,69,ORG,Q110448080,AMD,yes,train,,
document_141045.html,Paese,533,538,LOC,Q38,AMD,yes,train,,
document_141045.html,ministro,76,84,PER,Q789842,AMD,no,train,,
document_141045.html,Affari Esteri,91,104,ORG,Q789842,NER,no,train,,
document_141047.html,Moro,28,32,PER,Q171834,AMD,yes,train,,
document_141047.html,ministro,19,27,PER,Q2514,AMD,no,train,,
document_141047.html,ANSA,46,50,ORG,Q392934,NER,yes,train,,
document_141050.html,Assemblea,105,114,ORG,Q47423,AMD,yes,train,,
document_141050.html,comunità,343,351,ORG,Q52847,AMD,no,train,,
document_141050.html,Delegazione italiana,54,74,ORG,,NER,no,train,,
document_141050.html,Lei,133,136,PER,Q290692,NER,yes,train,,
document_141052.html,Italia,236,242,LOC,Q38,AMD,yes,train,,
document_141052.html,Moro,55,59,PER,Q171834,AMD,yes,train,,
document_141054.html,Commissione,83,94,ORG,Q52847,AMD,yes,train,,
document_141054.html,Governo,42,49,ORG,Q3773971,NER,yes,train,,
document_141060.html,Segretario,50,60,PER,NIL,AMD,yes,train,,
document_141060.html,Consiglio Nazionale,15,34,ORG,NIL,NER,yes,train,,
document_141061.html,Moro,356,360,PER,Q171834,AMD,yes,train,,
document_141061.html,ministro,472,480,PER,Q789842,AMD,no,train,,
document_141065.html,Aldo Moro,39,48,PER,Q171834,AMD,yes,train,,
document_141065.html,Comune,654,660,LOC,Q3519,AMD,no,train,,
