doc_id,start_pos,end_pos,surface,type,identifier
document_110048.html,130,140,Università,ORG,Q3918
document_110050.html,31,37,Cristo,PER,Q302
document_110051.html,22,34,Associazioni,ORG,Q3091708
document_110054.html,74,86,Associazioni,ORG,Q3091708
document_110054.html,145,156,S. Vincenzo,ORG,Q1528836
document_110054.html,433,444,S. Vincenzo,ORG,Q1528836
document_110054.html,586,597,S. Vincenzo,ORG,Q1528836
document_110054.html,1077,1081,Fuci,ORG,Q3091708
document_110054.html,1184,1195,S. Vincenzo,ORG,Q1528836
document_110058.html,46,50,Fuci,ORG,Q3091708
document_110061.html,84,88,Fuci,ORG,Q3091708
document_110061.html,165,175,Università,ORG,Q3918
document_110061.html,275,279,Fuci,ORG,Q3091708
document_110061.html,351,355,Fuci,ORG,Q3091708
document_110061.html,389,401,Associazioni,ORG,Q3091708
document_110061.html,962,974,Associazioni,ORG,Q3091708
document_110061.html,1164,1168,Fuci,ORG,Q3091708
document_110064.html,31,36,Padre,PER,Q2604
document_110064.html,89,101,Associazioni,ORG,Q3091708
document_110064.html,102,114,Universitari,ORG,Q3091708
document_110064.html,119,124,A. C.,ORG,Q3318304
document_110064.html,138,142,Roma,LOC,Q220
document_110064.html,180,208,Laureati di Azione Cattolica,ORG,Q3866579
document_110064.html,241,245,Fuci,ORG,Q3091708
document_110064.html,268,275,Pio XII,PER,Q2604
document_110064.html,328,340,Universitari,ORG,Q3091708
document_110064.html,344,349,A. C.,ORG,Q3318304
document_110064.html,357,362,Padre,PER,Q2604
document_110064.html,504,519,Sommo Pontefice,PER,Q2604
document_110064.html,551,563,Associazioni,ORG,Q3091708
document_110064.html,651,666,Sede Apostolica,ORG,Q159583
document_110064.html,903,909,Chiesa,ORG,Q34651
document_110064.html,1038,1050,Associazioni,ORG,Q3091708
document_110064.html,1057,1062,Padre,PER,Q2604
document_110064.html,1196,1201,Ponti,PER,Q3733989
document_110064.html,1331,1343,Associazioni,ORG,Q3091708
document_110066.html,24,43,Sua Santità Pio XII,PER,Q2604
document_110066.html,85,97,Universitari,ORG,Q3091708
document_110066.html,100,108,Laureati,ORG,Q3866579
document_110066.html,112,128,Azione Cattolica,ORG,Q3318304
document_110066.html,195,207,Associazioni,ORG,Q3091708
document_110066.html,297,303,Italia,LOC,Q38
document_110066.html,343,347,Papa,PER,Q2604
document_110066.html,392,404,Universitari,ORG,Q3091708
document_110066.html,408,424,Azione Cattolica,ORG,Q3318304
document_110066.html,465,470,Padre,PER,Q2604
document_110066.html,819,830,Santo Padre,PER,Q2604
document_110066.html,1132,1138,Chiesa,ORG,NIL
document_110066.html,1152,1156,Capo,PER,Q2604
document_110067.html,3,7,Fuci,ORG,Q3091708
document_110067.html,135,139,Roma,LOC,Q220
document_110067.html,259,264,Padre,PER,Q2604
document_110067.html,298,310,Universitari,ORG,Q3091708
document_110067.html,313,321,Laureati,ORG,Q3866579
document_110067.html,325,341,Azione Cattolica,ORG,Q3318304
document_110067.html,512,517,Padre,PER,Q2604
document_110067.html,925,929,papa,PER,Q2604
document_110067.html,934,938,Fuci,ORG,Q3091708
document_110069.html,28,40,Universitari,ORG,Q3091708
document_110069.html,54,76,Universitari Cattolici,ORG,Q3091708
document_110070.html,417,423,Chiesa,ORG,Q34651
document_110076.html,22,32,Università,ORG,Q3918
document_110076.html,336,346,Università,ORG,Q3918
document_110078.html,606,650,segretario del partito fascista repubblicano,PER,Q742284
document_110080.html,60,66,Italia,LOC,Q38
document_110080.html,311,319,Badoglio,PER,Q200085
document_110080.html,346,351,paese,LOC,Q38
document_110082.html,3,23,democrazia cristiana,ORG,Q815348
document_110082.html,83,89,Italia,LOC,Q38
document_110082.html,202,207,paese,LOC,Q38
document_110082.html,492,499,partiti,ORG,Q7278
document_110082.html,650,655,paese,LOC,Q38
document_110085.html,17,27,Università,ORG,Q3918
document_110085.html,409,419,Università,ORG,Q3918
document_110091.html,32,41,Atlantico,LOC,Q97
document_110091.html,87,103,Governo fascista,ORG,Q3112309
document_110092.html,50,56,Sforza,PER,Q463243
document_110092.html,88,111,Comitati di liberazione,ORG,Q547858
document_110092.html,170,176,Sforza,PER,Q463243
document_110092.html,267,273,Italia,LOC,Q38
document_110092.html,278,285,America,LOC,Q30
document_110092.html,296,306,Montevideo,LOC,Q1335
document_110094.html,73,96,Comitati di Liberazione,ORG,Q547858
document_110096.html,50,56,Italia,LOC,Q38
document_110097.html,71,77,Italia,LOC,Q38
document_110097.html,189,193,Roma,LOC,Q220
document_110100.html,2,8,Italia,LOC,Q38
document_110100.html,315,321,Italia,LOC,Q38
document_110100.html,898,904,Italia,LOC,Q38
document_110102.html,406,413,partiti,ORG,Q7278
document_110102.html,1431,1437,Italia,LOC,Q38
document_110104.html,29,51,partito demo-cristiano,ORG,Q815348
document_110104.html,57,83,Associazioni Universitarie,ORG,Q3091708
document_110104.html,87,103,Azione Cattolica,ORG,Q3318304
document_110104.html,150,158,F.U.C.I.,ORG,Q3091708
document_110104.html,160,171,Federazione,ORG,Q3091708
document_110104.html,172,184,Universitari,ORG,Q3091708
document_110104.html,196,202,Italia,LOC,Q38
document_110104.html,448,457,Aldo Moro,PER,Q171834
document_110104.html,464,474,Università,ORG,Q3918
document_110104.html,478,482,Bari,LOC,Q3519
document_110108.html,41,56,Benedetto Croce,PER,Q192348
document_110108.html,128,134,Italia,LOC,Q38
document_110111.html,47,53,Italia,LOC,Q38
document_110111.html,83,89,Chiesa,ORG,Q34651
document_110118.html,42,56,Carlo Rosselli,PER,Q611927
document_110120.html,21,27,Italia,LOC,Q38
document_110120.html,458,471,Nazioni Unite,ORG,Q1065
document_110120.html,487,493,Italia,LOC,Q38
document_110129.html,57,70,Gabriele Pepe,PER,Q52826362
document_110129.html,203,209,Autore,PER,Q52826362
document_110132.html,20,30,Università,ORG,Q3918
document_110134.html,240,244,Roma,LOC,Q220
document_110134.html,257,263,Italia,LOC,Q38
document_110134.html,571,576,paese,LOC,Q38
document_110134.html,1099,1107,capitale,LOC,Q220
document_110139.html,172,179,Tunisia,LOC,Q948
document_110139.html,302,308,Italia,LOC,Q38
document_110145.html,81,87,Italia,LOC,Q38
document_110147.html,10,17,partiti,ORG,Q7278
document_110147.html,95,101,Italia,LOC,Q38
document_110147.html,106,110,Nord,LOC,Q4345530
document_110147.html,288,292,Roma,LOC,Q220
document_110147.html,345,351,Milano,LOC,Q490
document_110147.html,353,359,Milano,LOC,Q490
document_110147.html,383,389,Italia,LOC,Q38
document_110149.html,20,52,Partito della sinistra cristiana,ORG,Q386358
document_110149.html,108,114,Italia,LOC,Q38
document_110149.html,517,523,Chiesa,ORG,Q34651
document_110152.html,49,65,Azione Cattolica,ORG,Q3318304
document_110152.html,244,260,Azione Cattolica,ORG,Q3318304
document_110152.html,442,458,Azione Cattolica,ORG,Q3318304
document_110153.html,59,92,Università Cattolica del S. Cuore,ORG,Q229022
document_110153.html,102,118,Azione Cattolica,ORG,Q3318304
document_110153.html,119,125,Italia,LOC,Q38
document_110156.html,18,33,Lorenzo Barbaro,PER,Q12951532
document_110156.html,368,374,Europa,LOC,Q46
document_110158.html,73,77,Roma,LOC,Q220
document_110158.html,101,107,Italia,LOC,Q38
document_110158.html,161,169,capitale,LOC,Q220
document_110158.html,326,330,Roma,LOC,Q220
document_110169.html,3,21,Movimento Laureati,ORG,Q3866579
document_110169.html,36,52,Azione Cattolica,ORG,Q3318304
document_110170.html,56,61,paese,LOC,Q38
document_110171.html,0,7,Trieste,LOC,Q546
document_110171.html,36,42,Italia,LOC,Q38
document_110171.html,83,89,Italia,LOC,Q38
document_110175.html,11,19,Matthews,PER,Q15156
document_110175.html,35,43,Matthews,PER,Q15156
document_110175.html,128,132,Bari,LOC,Q3519
document_110175.html,1344,1350,Italia,LOC,Q38
document_110175.html,1400,1406,Italia,LOC,Q38
document_110176.html,19,25,Italia,LOC,Q38
document_110176.html,134,138,Nord,LOC,Q4345530
document_110176.html,151,154,Sud,LOC,Q2250397
document_110176.html,555,560,paese,LOC,Q38
document_110177.html,48,64,Azione Cattolica,ORG,Q3318304
document_110177.html,77,81,Roma,LOC,Q220
document_110177.html,154,168,organizzazione,ORG,Q3318304
document_110177.html,214,219,paese,LOC,Q38
document_110177.html,404,410,Italia,LOC,Q38
document_110177.html,1114,1128,organizzazione,ORG,Q3318304
document_110177.html,1535,1551,Azione Cattolica,ORG,Q3318304
document_110177.html,1608,1613,Paese,LOC,Q38
document_110177.html,1930,1935,paese,LOC,Q38
document_110181.html,130,136,Italia,LOC,Q38
document_110181.html,639,647,capitale,LOC,Q220
document_110182.html,508,514,Italia,LOC,Q38
document_110183.html,254,261,Sezione,ORG,Q3866579
document_110183.html,476,482,Italia,LOC,Q38
document_110183.html,659,677,Movimento Laureati,ORG,Q3866579
document_110183.html,749,758,Movimento,ORG,Q3866579
document_110183.html,1490,1495,paese,LOC,Q38
document_110183.html,1616,1632,Azione Cattolica,ORG,Q3318304
document_110183.html,1639,1657,Movimento Laureati,ORG,Q3866579
document_110183.html,1741,1746,paese,LOC,Q38
document_110191.html,119,124,paese,LOC,Q38
document_110191.html,564,570,Italia,LOC,Q38
document_110197.html,299,310,Mezzogiorno,LOC,Q207989
document_110197.html,313,319,Italia,LOC,Q38
document_110197.html,419,425,Italia,LOC,Q38
document_110213.html,52,56,Roma,LOC,Q220
document_110213.html,84,102,Laureati Cattolici,ORG,Q3866579
document_110213.html,111,131,Unioni Professionali,ORG,NIL
document_110220.html,130,148,Laureati Cattolici,ORG,Q3866579
document_110220.html,523,531,Laureati,ORG,Q3866579
document_110220.html,566,570,Roma,LOC,Q220
document_110220.html,631,649,Laureati Cattolici,ORG,Q3866579
document_110220.html,658,689,Unioni Professionali Cattoliche,ORG,NIL
document_110220.html,834,843,Movimento,ORG,Q3866579
document_110220.html,912,920,Laureati,ORG,Q3866579
document_110220.html,984,990,Italia,LOC,Q38
document_110222.html,17,27,Università,ORG,Q3918
document_110226.html,280,289,Movimento,ORG,Q3866579
document_121005.html,13,17,Moro,PER,Q171834
document_121005.html,351,357,Grassi,PER,Q2544332
document_121005.html,362,367,Basso,PER,Q3229281
document_121005.html,373,382,Cevolotto,PER,Q3848440
document_121019.html,13,17,Moro,PER,Q171834
document_121019.html,119,127,Marchesi,PER,Q3686190
document_121028.html,13,17,Moro,PER,Q171834
document_121028.html,70,75,Basso,PER,Q3229281
document_121028.html,196,203,La Pira,PER,Q543393
document_121032.html,13,17,Moro,PER,Q171834
document_121032.html,102,110,Lucifero,PER,Q3938910
document_121032.html,400,408,Lucifero,PER,Q3938910
document_121038.html,13,17,Moro,PER,Q171834
document_121038.html,204,212,Lombardi,PER,Q17285084
document_121039.html,13,17,Moro,PER,Q171834
document_121039.html,82,93,Commissione,ORG,Q3684787
document_121040.html,13,17,Moro,PER,Q171834
document_121040.html,239,247,Marchesi,PER,Q3686190
document_121040.html,639,647,Marchesi,PER,Q3686190
document_121040.html,948,952,Moro,PER,Q171834
document_121048.html,79,85,Corona,PER,Q3604352
document_121054.html,13,17,Moro,PER,Q171834
document_121054.html,73,83,Presidente,PER,Q4003498
document_121054.html,104,110,Grassi,PER,Q2544332
document_121057.html,13,17,Moro,PER,Q171834
document_121057.html,110,115,Basso,PER,Q3229281
document_121057.html,258,264,Italia,LOC,Q38
document_121057.html,422,427,Basso,PER,Q3229281
document_121059.html,13,17,Moro,PER,Q171834
document_121059.html,50,61,commissione,ORG,Q3684787
document_121067.html,562,573,Lelio Basso,PER,Q3229281
document_121068.html,13,17,Moro,PER,Q171834
document_121068.html,160,166,Grassi,PER,Q2544332
document_121068.html,747,755,Dossetti,PER,Q370039
document_121077.html,13,17,Moro,PER,Q171834
document_121077.html,95,104,Cevolotto,PER,Q3848440
document_121078.html,13,17,Moro,PER,Q171834
document_121078.html,130,136,Chiesa,ORG,Q34651
document_121078.html,321,341,Democrazia Cristiana,ORG,Q815348
document_121082.html,13,17,Moro,PER,Q171834
document_121082.html,188,197,Togliatti,PER,Q310158
document_121084.html,24,28,Moro,PER,Q171834
document_121084.html,69,87,commissione dei 75,ORG,Q3684787
document_121084.html,92,103,costituente,ORG,Q1053185
document_121086.html,13,17,Moro,PER,Q171834
document_121086.html,135,146,Commissione,ORG,Q3684787
document_121095.html,13,17,Moro,PER,Q171834
document_121095.html,74,79,Leone,PER,Q1235
document_121096.html,13,17,Moro,PER,Q171834
document_121096.html,73,81,Federici,PER,Q3847268
document_121099.html,13,17,Moro,PER,Q171834
document_121099.html,100,105,Rossi,PER,Q3894432
document_121100.html,14,18,Moro,PER,Q171834
document_121100.html,286,292,Nobile,PER,Q291200
document_121100.html,296,305,Terracini,PER,Q4003497
document_121107.html,39,60,Assemblea costituente,ORG,Q1053185
document_121107.html,161,191,commissione dei settantacinque,ORG,Q3684787
document_121107.html,243,264,Assemblea costituente,ORG,Q1053185
document_121107.html,1158,1167,Assemblea,ORG,Q1053185
document_121107.html,1838,1844,Italia,LOC,Q38
document_121110.html,61,88,Partito socialista italiano,ORG,Q590750
document_121112.html,190,210,Democrazia Cristiana,ORG,Q815348
document_121115.html,181,190,Togliatti,PER,Q310158
document_121115.html,354,362,Lucifero,PER,Q3938910
document_121124.html,75,80,Leone,PER,Q1235
document_121124.html,86,93,Bettiol,PER,Q3770116
document_121124.html,154,187,presidente della sottocommissione,PER,Q4003498
document_121127.html,80,85,Lozza,PER,Q19678130
document_121127.html,188,194,Italia,LOC,Q38
document_121127.html,446,458,Franceschini,PER,Q20085830
document_121127.html,676,682,Italia,LOC,Q38
document_121127.html,906,918,Franceschini,PER,Q20085830
document_121137.html,3,14,Costituente,ORG,Q1900755
document_121137.html,242,248,Chiesa,ORG,Q34651
document_121143.html,64,67,PCI,ORG,Q461886
document_121143.html,98,105,Firenze,LOC,Q2044
document_121143.html,113,122,Togliatti,PER,Q310158
document_121145.html,107,128,Assemblea costituente,ORG,Q1053185
document_121151.html,69,77,Barbieri,PER,Q98105531
document_121151.html,82,94,Ulisse Pucci,PER,NIL
document_121152.html,82,87,paese,LOC,Q38
document_121152.html,1068,1074,Italia,LOC,Q38
document_121153.html,4,9,Röpke,PER,Q62444
document_121153.html,814,819,Röpke,PER,Q62444
document_121158.html,201,210,Assemblea,ORG,Q1053185
document_121160.html,30,40,presidente,PER,Q4003497
document_121161.html,29,39,Presidente,PER,Q4003497
document_121161.html,412,417,Lussu,PER,Q694799
document_121161.html,450,455,Lussu,PER,Q694799
document_121161.html,661,669,Targetti,PER,Q3742688
document_121161.html,778,783,Lussu,PER,Q694799
document_121161.html,864,874,Presidente,PER,Q4003497
document_121164.html,24,34,Presidente,PER,Q4003497
document_121164.html,109,118,Zuccarini,PER,Q50772684
document_121164.html,205,212,Gronchi,PER,Q1241
document_121164.html,305,314,Assemblea,ORG,Q1053185
document_121166.html,35,39,Roma,LOC,Q220
document_121166.html,88,100,Tomaso Smith,PER,Q3992576
document_121170.html,58,69,Commissione,ORG,Q3684787
document_121170.html,189,197,Targetti,PER,Q3742688
document_121173.html,142,162,Corte costituzionale,ORG,Q981005
document_121173.html,238,248,Alta Corte,ORG,Q981005
document_121177.html,16,26,Presidente,PER,Q4003497
document_121180.html,71,92,Assemblea costituente,ORG,Q1053185
document_121186.html,100,121,Assemblea costituente,ORG,Q1053185
document_121186.html,174,194,Corte costituzionale,ORG,Q981005
document_121186.html,353,363,Condorelli,PER,Q3884899
document_121187.html,715,721,Italia,LOC,Q38
document_121188.html,306,317,Commissione,ORG,Q3684787
document_121188.html,327,345,Assemblea plenaria,ORG,Q1053185
document_121188.html,926,932,Chiesa,ORG,Q34651
document_121188.html,1452,1458,Italia,LOC,Q38
document_121188.html,1677,1697,democrazia cristiana,ORG,Q815348
document_121194.html,86,100,Riccardo Bauer,PER,Q3430358
document_121199.html,6,15,Aldo Moro,PER,Q171834
document_121199.html,73,79,Porzio,PER,Q3767969
document_121199.html,127,144,Fiera del Levante,ORG,Q3744601
document_121199.html,164,168,Bari,LOC,Q3519
document_121201.html,793,800,Governo,ORG,Q1058671
document_121201.html,902,909,Governo,ORG,Q1058671
document_121201.html,1084,1091,Governo,ORG,Q1058671
document_121201.html,1293,1302,Cremaschi,PER,Q3659225
document_121204.html,12,21,Aldo Moro,PER,Q171834
document_121204.html,84,88,Bari,LOC,Q3519
document_121204.html,751,758,partito,ORG,Q815348
document_121204.html,823,828,paese,LOC,Q38
document_121207.html,33,55,Consiglio dei Ministri,ORG,Q3687318
document_121207.html,75,111,Consiglio superiore dell’emigrazione,ORG,NIL
document_121207.html,323,329,Italia,LOC,Q38
document_121210.html,157,164,Governo,ORG,Q378578
document_121217.html,198,213,Luciano Magrini,PER,Q28801839
document_121217.html,256,264,Il Mondo,ORG,Q3792807
document_121220.html,139,143,Roma,LOC,Q220
document_121221.html,42,54,Bardonecchia,LOC,Q9039
document_121221.html,86,108,ministero degli Esteri,ORG,Q789842
document_121221.html,204,211,Francia,LOC,Q142
document_121221.html,267,273,Milano,LOC,Q490
document_121221.html,285,305,Ministero del Lavoro,ORG,Q14384837
document_121222.html,73,79,Europa,LOC,Q46
document_121222.html,138,148,continente,LOC,Q15
document_121222.html,182,188,Italia,LOC,Q38
document_121222.html,537,553,Governo italiano,ORG,Q3773971
document_121224.html,90,96,Comune,LOC,Q3519
document_121224.html,146,155,Aldo Moro,PER,Q171834
document_121224.html,314,318,FUCI,ORG,Q3091708
document_121225.html,26,32,Comune,LOC,Q3519
document_121225.html,39,48,Aldo Moro,PER,Q171834
document_121225.html,245,249,FUCI,ORG,Q3091708
document_121231.html,17,26,Ambrosini,PER,Q3758629
document_121238.html,89,95,Italia,LOC,Q38
document_121238.html,167,183,Maria Montessori,PER,Q131117
document_121238.html,279,285,Italia,LOC,Q38
document_121238.html,356,361,Paese,LOC,Q38
document_121240.html,10,20,Presidente,PER,Q1241
document_121240.html,206,217,Costituente,ORG,Q1053185
document_121240.html,263,279,Maria Montessori,PER,Q131117
document_121240.html,330,335,paese,LOC,Q38
document_121240.html,458,473,Maria Jervolino,PER,Q3847238
document_121240.html,610,621,Costituente,ORG,Q1053185
document_121240.html,745,756,Costituente,ORG,Q1053185
document_121240.html,910,929,Parlamento italiano,ORG,Q1117578
document_121242.html,72,83,Russo Perez,PER,Q16658125
document_121242.html,89,94,Lupis,PER,Q3770843
document_121242.html,487,515,amministrazione degli Esteri,ORG,Q789842
document_121245.html,37,43,Italia,LOC,Q38
document_121245.html,368,373,paese,LOC,Q38
document_121256.html,2,10,Istituto,ORG,NIL
document_121257.html,10,20,Presidente,PER,Q3742688
document_121257.html,342,348,Italia,LOC,Q38
document_121257.html,768,777,Assemblea,ORG,Q1053185
document_121257.html,784,789,paese,LOC,Q38
document_122016.html,48,56,Marchesi,PER,Q3686190
document_122016.html,62,67,Cessi,PER,Q2159467
document_122019.html,15,22,Pajetta,PER,Q3762932
document_122019.html,175,180,paese,LOC,Q38
document_122022.html,215,225,Malvestiti,PER,Q1370804
document_122022.html,369,380,Mezzogiorno,LOC,Q207989
document_122022.html,497,512,Reggio Calabria,LOC,Q8471
document_122022.html,513,524,Battipaglia,LOC,Q80652
document_122022.html,610,616,Foggia,LOC,Q13464
document_122022.html,617,624,Pescara,LOC,Q2704
document_122022.html,633,640,Pescara,LOC,Q2704
document_122022.html,641,648,Sulmona,LOC,Q50157
document_122022.html,694,702,Sardegna,LOC,Q1462
document_122022.html,738,746,Ministro,PER,Q1370804
document_122022.html,784,790,Italia,LOC,Q38
document_122022.html,1042,1047,paese,LOC,Q38
document_122023.html,117,138,Ministro dell’interno,PER,Q367342
document_122023.html,168,188,democrazia cristiana,ORG,Q815348
document_122023.html,370,391,Ministro dell’interno,PER,Q367342
document_122026.html,85,91,Laconi,PER,Q3933023
document_122028.html,125,130,Russo,PER,Q3659814
document_122035.html,58,63,Lozza,PER,Q19678130
document_122035.html,106,116,Presidente,PER,Q139055
document_122036.html,134,141,Fanfani,PER,Q273228
document_122036.html,208,216,Ministro,PER,Q273228
document_122036.html,570,577,Fanfani,PER,Q273228
document_122041.html,458,468,De Gasperi,PER,Q153832
document_122048.html,76,85,Togliatti,PER,Q310158
document_122048.html,116,125,Togliatti,PER,Q310158
document_122049.html,105,113,Luzzatto,PER,Q3838895
document_122049.html,174,181,Latanza,PER,Q27467947
document_122049.html,201,208,Pesenti,PER,Q3620028
document_122049.html,248,256,Luzzatto,PER,Q3838895
document_122049.html,443,450,Pesenti,PER,Q3620028
document_122049.html,476,483,Latanza,PER,Q27467947
document_122060.html,191,198,Bettiol,PER,Q3770116
document_122060.html,253,259,Camera,ORG,Q841424
document_122060.html,286,293,Bettiol,PER,Q3770116
document_122060.html,405,412,Bettiol,PER,Q3770116
document_122061.html,112,132,democrazia cristiana,ORG,Q815348
document_122061.html,189,195,Senato,ORG,Q633872
document_122061.html,275,281,Senato,ORG,Q633872
document_122061.html,498,504,Camera,ORG,Q841424
document_122062.html,54,63,Aldo Moro,PER,Q171834
document_122062.html,110,116,Comune,LOC,Q3519
document_122066.html,536,544,I.R.C.E.,ORG,NIL
document_122069.html,10,20,Presidente,PER,Q139055
document_122069.html,131,137,Camera,ORG,Q841424
document_122069.html,172,176,Nasi,PER,Q4013924
document_122071.html,49,56,Morelli,PER,Q32281802
document_122073.html,214,235,Università di Perugia,ORG,Q748085
document_131002.html,133,135,DC,ORG,Q815348
document_131002.html,193,195,DC,ORG,Q815348
document_131002.html,231,236,paese,LOC,Q38
document_131002.html,398,405,partito,ORG,Q815348
document_131002.html,469,474,paese,LOC,Q38
document_131002.html,594,596,DC,ORG,Q815348
document_131002.html,620,627,Fanfani,PER,Q273228
document_131002.html,719,726,partito,ORG,Q815348
document_131002.html,799,801,DC,ORG,Q815348
document_131002.html,833,838,Segni,PER,Q1240
document_131002.html,966,971,paese,LOC,Q38
document_131002.html,1062,1064,DC,ORG,Q815348
document_131002.html,1162,1167,paese,LOC,Q38
document_131003.html,6,10,Moro,PER,Q171834
document_131003.html,111,115,Bari,LOC,Q3519
document_131003.html,157,164,Partito,ORG,Q815348
document_131003.html,396,416,Democrazia Cristiana,ORG,Q815348
document_131004.html,70,77,Sicilia,LOC,Q1460
document_131004.html,133,140,Milazzo,PER,Q3960910
document_131004.html,441,448,Milazzo,PER,Q3960910
document_131007.html,97,104,Trapani,LOC,Q13664
document_131007.html,144,151,Sicilia,LOC,Q1460
document_131007.html,169,176,Palermo,LOC,Q2656
document_131007.html,324,329,paese,LOC,Q38
document_131007.html,684,691,Trapani,LOC,Q13664
document_131007.html,746,753,Sicilia,LOC,Q1460
document_131007.html,997,1017,Democrazia Cristiana,ORG,Q815348
document_131007.html,1020,1027,Trapani,LOC,Q13664
document_131011.html,22,32,Dal Canton,PER,Q17280006
document_131014.html,98,100,DC,ORG,Q815348
document_131015.html,10,16,Sturzo,PER,Q735770
document_131015.html,110,115,Paese,LOC,Q38
document_131016.html,3,23,Democrazia Cristiana,ORG,Q815348
document_131016.html,106,116,De Gasperi,PER,Q153832
document_131016.html,414,434,Democrazia Cristiana,ORG,Q815348
document_131016.html,544,549,paese,LOC,Q38
